ID,filename,extent,growth_stage_F,growth_stage_M,growth_stage_S,growth_stage_V,damage_DR,damage_DS,damage_FD,damage_G,damage_ND,damage_PS,damage_WD,damage_WN,season_LR2020,season_LR2021,season_SR2020,season_SR2021
ID_BX8WLQAP6D,L131F03894C01S01626Rp14638.jpg,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0
ID_608DPEM3YT,L141F01247C01S07035Rp22614.jpg,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0
ID_4QHKLGTU96,L222F01384C01S02997Rp12818.jpg,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0
ID_S71HW7TYNX,L124F00081C01S00116Rp06998.jpg,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
ID_5TN27ERMC8,L1132F04288C01S07538Rp23983.jpg,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0
ID_N0QO8Q2T5L,L1094F01392C01S02593Rp09099.jpg,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0
ID_EFU7Y2525P,L354F03986C01S01036Rp14993.jpg,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0
ID_YSTCYC1U3B,L121F01864C01S01456Rp13592.jpg,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0
ID_M98P3S4L3H,L133F00698C39S14617Rp46912.jpg,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1
ID_YO69JR08LX,L134F00771C39S14838Rp43026.jpg,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1
ID_KSFGT6WWUT,L133F00088C01S06941Rp21543.jpg,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0
ID_2AENRNF5FN,L133F00685C01S05231Rp14064.jpg,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0
ID_CCR8HU0KVI,L376F03290C01S07152Rp29577.jpg,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
ID_ERW9KE5YNC,L222F03329C01S06835Rp15469.jpg,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0
ID_SJTQWMXS0J,154_repeat_2_1580_5253_3612.JPG,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0
ID_4P0JZT4B36,L371F00666C01S09410Rp25362.jpg,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
ID_Z7ZX23Q5NM,L144F00921C01S00278Rp13615.jpg,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0
ID_UUP0MYYQ1U,L133F01358C39S14730Rp47511.jpg,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1
ID_140QETEISP,L341F02998C01S00927Rp14021.jpg,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0
ID_VIHEFWD15O,L134F00852C39S14276Rp48180.jpg,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1
ID_AJ2N1ENLZM,L134F00092C01S00173Rp10954.jpg,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0
ID_46PRKRDOLC,L1122F01513C01S00180Rp02476.jpg,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0
ID_VZVP04KWES,L1093F01350C01S07104Rp22791.jpg,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0
ID_NPJW8YX01K,L426F01041C41S14971Rp47754.jpg,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1
ID_VXJXBJ4UQR,L1089F02515C01S07705Rp23738.jpg,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0
ID_JU8W4Z3MP3,L1133F03207C39S12172Ip.jpg,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1
ID_A643A7BDP9,L1136F03631C01S00106Rp02714.jpg,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0
ID_JCF417BGTY,L144F01895C01S01815Rp13829.jpg,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0
ID_X1MM8TNLKY,L1089F02252C01S06763Rp23504.jpg,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
ID_8J3F4S28XL,L406F04366C39S13919Rp46470.jpg,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1
ID_U8LICYRA2S,L1084F00580C01S00055Rp08532.jpg,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0
ID_6W14BNBU49,L341F01861C01S00985Rp13977.jpg,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0
ID_SORFLS2GY3,L371F00662C01S04023Rp14028.jpg,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0
ID_D05EX0HKC6,L323F03587C01S01272Rp01688.jpg,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0
ID_MOUXJWJH9J,L1094F01822C01S02594Rp08384.jpg,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0
ID_4BTM5TA6V1,L232F04014C40S14777Rp44351.jpg,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
ID_VZ1D2T2WU0,L133F00087C01S02744Rp03126.jpg,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0
ID_38RODYIG1X,L1124F01277C01S06750Rp32203.jpg,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
ID_YU9W5LQG14,L1084F01431C01S07240Rp16984.jpg,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0
ID_XBRTIZX16A,L361F02344C39S14061Rp48579.jpg,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1
ID_1VDJKEADCD,L222F00905C01S03354Rp14126.jpg,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0
ID_SPXMI872XF,L1094F04314C01S07058Rp30220.jpg,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0
ID_G86XEFSWI1,205_repeat_2_1105_3268_2111.JPG,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0
ID_SIR2CMBFTC,L1084F02124C01S02995Rp09958.jpg,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0
ID_0F4QJKJK3V,L323F03454C01S03115Rp14366.jpg,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0
ID_0XB510RBC2,L1095F03386C01S00193Rp09316.jpg,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0
ID_2PZ0A759QX,L1093F00035C01S06769Rp20531.jpg,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
ID_1M56MDJ4U2,L242F04035C01S03492Rp13089.jpg,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0
ID_YK4F9G82NU,L134F00761C01S02738Rp12932.jpg,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0
ID_MH4VRQRAB4,L1083F02651C01S08464Rp19478.jpg,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0
ID_MZFVT43YCG,L221F00336C01S03314Rp04304.jpg,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
ID_MBHYNMR6YT,L133F03171C01S05504Rp14544.jpg,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0
ID_137JOJ0T9G,L355F00184C40S12199Rp40383.jpg,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1
ID_XKA5O22KS7,154_repeat_2_1581_5252_3611.JPG,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0
ID_XY34CO05HJ,L141F00095C01S01267Rp13888.jpg,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0
ID_KG6DMGHXKB,L433F03495C01S02030Rp03386.jpg,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0
ID_O4V8O2DNNU,L342F02131C01S03422Rp13571.jpg,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0
ID_3OL1WTCJ55,L1084F01037C01S07373Rp24495.jpg,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
