ID,filename,extent,growth_stage_F,growth_stage_M,growth_stage_S,growth_stage_V,damage_DR,damage_DS,damage_FD,damage_G,damage_ND,damage_PS,damage_WD,damage_WN,season_LR2020,season_LR2021,season_SR2020,season_SR2021
ID_7A8528KGKS,L323F02888C39S14663Dp46340.jpg,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1
ID_NIABI76OXI,L1083F01382C01S05174Rp03179.jpg,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
ID_EJQ7J61V43,L133F00686C01S01088Rp11884.jpg,80,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0
ID_45AUF52YPA,L992F04350C39S11630Rp35052.jpg,30,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1
ID_S27SJ89WPK,L1137F02325C39S13768Ip.jpg,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1
ID_4VX0V1YXN8,L1125F01747C01S09378Rp17769.jpg,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0
ID_AW8VTTNTAY,L435F00340C39S14376Rp46451.jpg,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1
ID_9I65BOM0ZT,L1132F04290C39S12090Rp41085.jpg,40,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1
ID_BHG44KIJDK,L1122F01871C01S09987Rp28268.jpg,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
ID_KV6KEWJ5ZA,L331F04162C01S04448Rp00910.jpg,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0
ID_BSC8L45DIM,L354F03931C39S14702Ip.jpg,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1
ID_SN7EL0NS4R,L1089F00425C01S00751Rp05053.jpg,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
ID_ICZ8TLYCYM,L361F01181C39S12760Rp49188.jpg,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1
ID_8OTO76L4PB,L1089F01912C39S11681Rp36554.jpg,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
ID_HVALDI1YCQ,L342F03467C01S03554Ip.jpg,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0
ID_4QPTZ2TSAZ,L243F04644C39S12634Rp47388.jpg,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1
ID_95QLP02JOT,L1089F01060C01S02481Rp01077.jpg,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0
ID_BZMJW67FDT,L1130F01042C01S07357Rp25563.jpg,50,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0
ID_RG2BP1ERRM,L1122F00311C01S00178Rp07385.jpg,60,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0
ID_TAJDMLVTUK,L144F02173C39S12862Rp36563.jpg,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1
ID_YIEZ29FV03,L113F03322C01S04787Rp12085.jpg,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
ID_J5UT776HPG,L113F02080C01S04781Rp08595.jpg,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
ID_YW909SGQJX,L365F02380C23S10849Rp29477.jpg,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
ID_AG734R8S8K,L342F02113C01S07842Rp17952.jpg,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0
ID_FWSIUHTDSA,L1123F02853C20S10584Rp25244.jpg,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
ID_S232YR5PQN,L1094F01464C01S07531Rp17105.jpg,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0
ID_GRLMLQ6XZV,L241F04243C39S13197Rp37372.jpg,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1
ID_KRM8CQHVEY,L435F00277C01S07386Rp17413.jpg,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0
ID_BXEHUAX8DB,L378F00279C01S01285Rp11520.jpg,10,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0
ID_69AU8LYQKH,L222F00238C01S02987Rp05571.jpg,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
ID_U1J370OYLM,L331F04161C39S12616Rp36581.jpg,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1
ID_23GK6AVSQ3,L121F01418C01S02444Rp14428.jpg,10,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0
ID_0I97PSYK9H,L1089F01665C01S08538Rp15823.jpg,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0
ID_LNNU8BVDDP,10_initial_1_1294_1294.JPG,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0
ID_LGSMSQEH1A,L406F02765C01S14630Rp41956.jpg,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1
ID_UOVNBZ2441,L325F00154C39S12251Rp43456.jpg,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
ID_7CH1PB4MSW,L342F02140C01S03506Ip.jpg,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0
ID_2ISN6JVLO3,L341F02738C42S13247Rp35026.jpg,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1
ID_BEW9OWA42H,L428F01846C01S09498Rp20481.jpg,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0
ID_QDLPBM26SV,L1130F01973C01S07579Rp16497.jpg,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0
ID_KCDWCYOAG6,L221F00336C01S03314Rp02364.jpg,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0
ID_PMN4ZV0XA7,L1083F03269C39S12104Rp39580.jpg,10,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1
ID_U10LV922M0,L121F01864C01S01456Rp03421.jpg,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
ID_C8MMOMMCJY,L1089F02358C39S11531Rp39123.jpg,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1
ID_QMER6CD4CM,L361F02348C01S03587Ip.jpg,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0
ID_YK9020EN1S,L221F02767C01S08471Rp28200.jpg,30,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0
ID_G5XBZ89CUD,L1133F01598C39S12186Rp41869.jpg,70,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1
ID_D52FWV8WXQ,L1089F01289C01S00977Rp07358.jpg,20,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0
ID_3Y0XZKCRSS,L435F03618C39S14963Rp42659.jpg,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1
ID_OAJKUCCQAT,L342F02120C39S14042Ip.jpg,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1
ID_6YCUECIREA,L1144F04449C39S12065Rp32641.jpg,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1
ID_V3DZ9E9FIV,L134F04018C01S05266Ip.jpg,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0
ID_1VPWLSLOV9,L321F03728C42S13026Rp42391.jpg,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1
ID_UAKZE8DO6W,L1122F03623C01S08931Rp20426.jpg,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0
ID_LB6SWJE961,L371F00109C01S08371Rp24454.jpg,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
ID_PJBRXMHWJZ,L1150F01137C39S14849Rp36850.jpg,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
ID_V2I1TCF0H4,79_repeat_2_1504_1626_1216.JPG,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0
ID_BSSF9QM9WS,L133F00087C01S02744Rp12498.jpg,30,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0
ID_52OKQNBTKT,L342F00565C01S00325Rp00212.jpg,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0
ID_1DCIZSZ8O9,L1094F00929C39S11583Rp37740.jpg,10,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1
