label,extent,growth_stage,season,damage,address,ID
0,0,M,LR2021,WD,0/l1136f03317c01s08161rp31610.png,ID_2TMEE6MMHW
0,0,F,SR2021,G,0/l1137f01589c39s13769rp36971.png,ID_AMXD03GYWY
0,0,M,LR2021,G,0/l121f03192c01s07212rp26722.png,ID_ICWIE9KZ8H
0,0,V,LR2021,G,0/l371f00958c01s08362rp21807.png,ID_R0RMFS1B5H
0,0,M,LR2021,WD,0/l1136f02038c01s08166rp30843.png,ID_C9JOWS8SOK
0,0,M,SR2021,WD,0/l113f03598c39s12983rp38063.png,ID_XTOMBH2U7G
0,0,V,LR2020,G,0/90_initial_1_1532_1532.png,ID_GVVHD9995D
1,70,M,SR2021,DR,1/l1116f02814c39s11846rp41275.png,ID_1WE68UZB5E
0,0,V,SR2021,G,0/l1095f00012c39s12037rp32866.png,ID_JLJGSHTAWM
0,0,S,SR2021,G,0/l371f04455c39s12431ip.png,ID_OGUPNRORRR
0,0,M,LR2021,G,0/l1093f00637c01s08389rp30061.png,ID_XOWPCQ1ZHZ
1,20,M,SR2020,DR,1/l1090f00346c01s00958rp01934.png,ID_LVNXMI50QN
0,0,M,LR2020,G,0/191_repeat_2_1021_3376_2194.png,ID_5HA71YOYU4
0,0,V,SR2021,G,0/l371f00403c39s12770rp44018.png,ID_LXGG1GG348
1,10,F,SR2021,DR,1/l1153f03533c39s11823rp34631.png,ID_RZXX08C7A2
0,0,M,SR2021,G,0/l141f01841c39s12592rp45162.png,ID_CYA20WU4YS
0,0,S,SR2021,G,0/l144f00937c39s12240ip.png,ID_AXBJA6SDK8
0,0,V,LR2021,WD,0/l321f03227c01s08257rp18986.png,ID_A71F1VQIWI
0,0,V,LR2020,G,0/90_repeat_2_1188_2517_1533.png,ID_I3SA4Z55BO
0,0,F,LR2021,G,0/l1094f04324c01s07060rp27487.png,ID_MS6MKBFB6U
0,0,V,LR2021,WD,0/l144f01044c01s08563rp20629.png,ID_6V828A45XW
0,0,M,LR2021,G,0/l1116f01189c01s09050rp31975.png,ID_RPTML2BEVW
0,0,F,SR2021,G,0/l341f00544c39s12271rp43127.png,ID_3WZO55QEQ4
0,0,V,LR2021,G,0/l221f02171c01s08489rp17838.png,ID_IG8Z49IGKT
0,0,S,SR2021,WD,0/l342f01614c39s12273rp32815.png,ID_K1RWULLJVM
0,0,V,SR2021,WD,0/l131f00084c39s12595rp44012.png,ID_H00TDRWZP9
0,0,S,SR2021,G,0/l371f04414c39s14242ip.png,ID_T47SYFSVT3
0,0,V,LR2021,G,0/l1116f01994c01s09054rp20910.png,ID_RXR205UEN1
0,0,V,SR2020,WD,0/l144f01145c01s01172rp05556.png,ID_OLA3R81CQU
0,0,F,SR2021,G,0/l121f01816c39s13439rp47652.png,ID_4CBQGYGNT7
0,0,V,SR2021,WD,0/l222f00240c39s13815rp39011.png,ID_A027GUZN0Y
0,0,M,SR2021,WD,0/l141f03315c39s12547rp44323.png,ID_GDC53QNDWB
0,0,F,LR2021,G,0/l1094f01340c01s07366rp25425.png,ID_Z11CP3IND5
0,0,F,SR2020,WD,0/l1083f02651c01s04569ip.png,ID_V6ANN1AMVH
1,80,M,SR2021,DR,1/l133f00716c39s14618rp47495.png,ID_LNME3HYK3T
0,0,V,LR2021,WD,0/l331f04668c01s08132rp16228.png,ID_N2LT1REB4V
0,0,F,SR2020,PS,0/l361f01045c01s04904rp12194.png,ID_19SK5J3LHZ
0,0,V,SR2021,WD,0/l133f01736c39s14313rp37183.png,ID_8YPIXOEG4L
0,0,M,SR2020,ND,0/l353f00458c01s04807rp14348.png,ID_GZK80GAQIG
0,0,S,SR2021,G,0/l325f03081c39s12249ip.png,ID_Z8763L02EL
0,0,V,LR2021,WD,0/l331f00160c01s07065rp19777.png,ID_31JUJQV8PA
0,0,S,SR2021,G,0/l242f01472c41s14071rp38158.png,ID_S8TI89JOKA
0,0,M,LR2021,G,0/l1133f02267c01s07994rp31285.png,ID_BZJD7O79SE
0,0,V,SR2021,WD,0/l134f00092c39s12835rp39212.png,ID_PHJ4ZPL4K1
0,0,F,SR2020,G,0/l221f01605c01s03176rp10311.png,ID_IWE1T2GT7E
0,0,V,LR2021,WD,0/l122f01104c01s07565rp18902.png,ID_HOX2XP674L
0,0,V,LR2021,WD,0/l1094f01340c01s07366rp18800.png,ID_H4WXORF2ZM
0,0,F,LR2021,WD,0/l1150f00561c01s09679rp25945.png,ID_UCY976TAR8
0,0,V,SR2021,WD,0/l144f04048c42s13953rp43863.png,ID_4AIIGWARAF
1,10,M,SR2021,DR,1/l430f01559c39s14093rp48172.png,ID_8I4HZK8DZJ
0,0,S,SR2021,G,0/l410f02818c39s12340rp42681.png,ID_N7WUI2MM7U
0,0,V,SR2020,WD,0/l429f03239c01s01591rp03379.png,ID_0GBFHD0XCZ
0,0,S,SR2021,G,0/l406f00456c01s14403ip.png,ID_K6TLI5DGOT
0,0,V,LR2020,WD,0/232_repeat_2_1267_3583_2331.png,ID_5O5VJRQELI
0,0,V,SR2021,G,0/l371f01852c39s12785rp41072.png,ID_Q53ZGNR7T5
0,0,F,LR2021,WD,0/l1094f01376c01s07729rp29598.png,ID_JYV299BOQ7
0,0,V,SR2021,G,0/l1122f01711c39s11890ip.png,ID_R7T0V5HDBP
0,0,M,LR2020,G,0/226_repeat_2_1085_4642_3011.png,ID_4GOLF4YNO6
0,0,F,LR2020,G,0/217_repeat_2_2052_2472_1496.png,ID_SFXMQ0A1J3
0,0,V,LR2021,WD,0/l376f01370c01s07050rp18743.png,ID_616Q1LMYH4
0,0,V,SR2021,G,0/l1148f03376c39s12658ip.png,ID_LMHOTWDWST
0,0,V,SR2021,WD,0/l131f03897c41s12734rp45855.png,ID_TS95RGL7KV
