ID,filename,extent,growth_stage_F,growth_stage_M,growth_stage_S,growth_stage_V,damage_DR,damage_DS,damage_FD,damage_G,damage_ND,damage_PS,damage_WD,damage_WN,season_LR2020,season_LR2021,season_SR2020,season_SR2021
ID_ODQ9LKLMDN,90_repeat_2_1188_3138_1967.JPG,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
ID_MTHTULB4UB,L121F03272C01S10648Rp25982.jpg,50,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
ID_VTCLWK05NB,L1089F00507C39S11590Rp33103.jpg,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
ID_R65HGXUVKB,L121F03608C01S08254Rp16412.jpg,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0
ID_QBLCXOJ01R,L341F03295C01S00800Rp10118.jpg,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
ID_REJ5PDNT48,L243F04633C40S12220Rp39810.jpg,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1
ID_88FFD2LIG2,70_repeat_2_2055_1235_937.JPG,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
ID_ALFRAW5TAP,L222F00625C42S14655Rp34481.jpg,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1
ID_26L18MT6GV,L428F00499C39S14009Rp48307.jpg,90,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1
ID_RDM5RVRFDZ,L1144F04453C39S12066Rp40038.jpg,10,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1
ID_J02XCRTW3O,11_repeat_2_2419_3480_2224.JPG,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
ID_EZQCVZA4W3,L222F01915C01S03011Rp09139.jpg,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0
ID_6YA4DWU9T9,L134F00838C01S05276Rp14569.jpg,80,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0
ID_TRF2QSBUKQ,L1095F02636C39S11619Rp38483.jpg,40,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1
ID_3N00EDQ5S0,L315F01900C39S13649Ip.jpg,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1
ID_658VECOLJ9,L1155F04254C01S07809Rp28828.jpg,40,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0
ID_WZSZ9TL7ZK,L232F03938C03S08610Rp17949.jpg,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0
ID_3UWZ9VVAO3,L232F00247C02S07278Rp22824.jpg,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
ID_6YOWWRZ6HQ,L133F00737C01S03192Rp13007.jpg,90,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0
ID_M751QNGSDM,L141F01449C39S14072Rp44219.jpg,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1
ID_EE6WSFGIM7,L121F03608C01S08254Rp30216.jpg,10,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0
ID_Q956FSSZNR,L144F00100C39S12234Rp37352.jpg,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1
ID_LJSIU29OAU,L371F04451C41S14678Rp44846.jpg,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1
ID_UI0F4VBJVO,L1094F01822C39S11674Rp38612.jpg,10,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1
ID_6TMS192XYR,L1094F01746C01S07894Rp23299.jpg,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
ID_B3EGTPFHGT,L122F01329C01S02368Rp13900.jpg,20,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0
