name,label,pred
"('L',)",0.0,-0.025438860058784485
"('L',)",0.0,0.30967581272125244
"('2',)",0.0,0.41312605142593384
"('L',)",90.0,79.77525329589844
"('L',)",0.0,0.16481344401836395
"('1',)",0.0,0.4397745728492737
"('L',)",0.0,0.34496140480041504
"('L',)",0.0,0.1538032740354538
"('L',)",0.0,0.31314516067504883
"('L',)",10.0,14.044522285461426
"('L',)",0.0,0.3558078408241272
"('L',)",0.0,0.758725106716156
"('L',)",0.0,0.2905069589614868
"('L',)",0.0,0.3460388779640198
"('L',)",40.0,41.12267303466797
"('L',)",0.0,-0.2863612771034241
"('L',)",60.0,54.14374923706055
"('L',)",60.0,53.56342315673828
"('L',)",10.0,10.808002471923828
"('L',)",0.0,0.36503952741622925
"('L',)",0.0,0.25304484367370605
"('2',)",0.0,0.41610121726989746
"('L',)",50.0,64.79728698730469
"('L',)",0.0,0.1762431114912033
"('L',)",0.0,0.6097024083137512
"('L',)",0.0,0.2837992310523987
"('1',)",10.0,12.10332202911377
"('L',)",0.0,0.3543485999107361
"('L',)",0.0,0.3546062111854553
"('2',)",0.0,0.2548321485519409
"('L',)",0.0,0.3630378246307373
"('L',)",0.0,0.2466696947813034
"('L',)",0.0,0.5268853902816772
"('L',)",0.0,0.398262083530426
"('L',)",0.0,0.2461211234331131
"('L',)",0.0,0.32416707277297974
"('L',)",0.0,0.4253939986228943
"('L',)",0.0,0.28493934869766235
"('L',)",0.0,0.22381453216075897
"('1',)",80.0,74.74555969238281
"('L',)",0.0,0.5337442755699158
"('L',)",0.0,0.34705954790115356
"('L',)",0.0,0.39012086391448975
"('L',)",0.0,0.3367044925689697
"('L',)",0.0,0.26547741889953613
"('L',)",0.0,0.2460884004831314
"('L',)",0.0,0.22140245139598846
"('L',)",0.0,0.40285325050354004
"('L',)",0.0,0.4875338673591614
"('L',)",0.0,0.5207319259643555
"('L',)",0.0,0.33307093381881714
"('1',)",0.0,0.32573723793029785
"('L',)",0.0,0.27864301204681396
"('2',)",0.0,0.17067240178585052
"('L',)",80.0,80.92827606201172
"('L',)",0.0,0.40662693977355957
"('L',)",0.0,0.3955379128456116
"('L',)",0.0,0.25965946912765503
"('L',)",40.0,48.50166320800781
"('L',)",0.0,0.7048853039741516
"('L',)",0.0,0.38081222772598267
"('L',)",30.0,37.80986404418945
"('L',)",20.0,19.746726989746094
"('L',)",0.0,0.30948084592819214
"('L',)",0.0,0.0768985003232956
"('L',)",0.0,0.4220244884490967
"('9',)",0.0,0.3608449101448059
"('L',)",0.0,0.24082688987255096
"('L',)",0.0,0.3837464153766632
"('2',)",0.0,0.3741747736930847
"('L',)",0.0,-0.24135573208332062
"('L',)",0.0,0.4481515884399414
"('4',)",0.0,0.18564103543758392
"('L',)",0.0,0.24397026002407074
"('L',)",0.0,0.5472831726074219
"('L',)",0.0,0.5383374094963074
"('L',)",0.0,-0.32200008630752563
"('L',)",0.0,0.45999157428741455
"('L',)",0.0,0.38581907749176025
"('L',)",0.0,0.404135525226593
"('L',)",0.0,0.1557728499174118
"('L',)",20.0,22.009180068969727
"('L',)",0.0,0.34975355863571167
"('L',)",0.0,0.4063350558280945
"('L',)",10.0,14.456137657165527
"('L',)",0.0,0.5475718379020691
"('L',)",0.0,1.49661386013031
"('L',)",0.0,0.29518812894821167
"('L',)",0.0,0.026262328028678894
"('L',)",0.0,0.05634336173534393
"('L',)",0.0,0.23757033050060272
"('2',)",0.0,0.3233024477958679
"('L',)",0.0,0.25493156909942627
"('L',)",0.0,0.4091019630432129
"('L',)",0.0,0.18009726703166962
"('L',)",0.0,0.48901838064193726
"('L',)",60.0,56.59793472290039
"('L',)",0.0,0.47238272428512573
"('L',)",0.0,0.6306008696556091
"('L',)",0.0,0.3048328757286072
"('L',)",100.0,88.14624786376953
"('L',)",0.0,0.6580062508583069
"('L',)",0.0,0.4936729073524475
"('L',)",0.0,-0.07998855412006378
"('L',)",40.0,35.751129150390625
"('L',)",0.0,0.4610021710395813
"('L',)",0.0,0.3645331859588623
"('L',)",0.0,0.36189931631088257
"('L',)",0.0,0.5291393995285034
"('L',)",40.0,38.653602600097656
"('9',)",0.0,0.04218326508998871
"('L',)",0.0,0.33186018466949463
"('L',)",0.0,0.42258960008621216
"('L',)",0.0,0.38642576336860657
"('2',)",0.0,0.5882302522659302
"('L',)",0.0,0.4745713472366333
"('L',)",0.0,0.33695363998413086
"('L',)",0.0,0.32998037338256836
"('L',)",50.0,49.50197982788086
"('L',)",0.0,0.4062650799751282
"('L',)",0.0,0.2899929881095886
"('L',)",0.0,0.7920832633972168
"('L',)",20.0,21.530973434448242
"('L',)",0.0,0.2730604410171509
"('L',)",0.0,0.32903605699539185
"('L',)",0.0,0.23862414062023163
"('L',)",20.0,20.80882453918457
"('L',)",0.0,0.09367935359477997
"('L',)",0.0,0.30702126026153564
"('L',)",0.0,-0.0494779497385025
"('L',)",0.0,0.3426193296909332
"('L',)",0.0,0.4843737483024597
"('L',)",0.0,0.49025118350982666
"('2',)",0.0,0.0707428902387619
"('L',)",0.0,0.40714389085769653
"('L',)",0.0,0.3066304326057434
"('L',)",0.0,0.33096909523010254
"('L',)",0.0,0.4750649333000183
"('L',)",0.0,0.18018369376659393
"('L',)",80.0,77.71106719970703
"('L',)",20.0,15.613852500915527
"('2',)",0.0,0.4410255551338196
"('L',)",10.0,10.954111099243164
"('L',)",0.0,0.5771015286445618
"('L',)",0.0,0.39523059129714966
"('L',)",0.0,0.2362414449453354
"('L',)",0.0,0.4860520362854004
"('L',)",50.0,49.200504302978516
"('L',)",0.0,0.22346089780330658
"('L',)",0.0,0.6026975512504578
"('L',)",0.0,0.43996280431747437
"('L',)",0.0,0.39727747440338135
"('L',)",0.0,0.29136592149734497
"('L',)",0.0,0.1898278445005417
"('L',)",0.0,0.16359828412532806
"('L',)",0.0,0.5056586861610413
"('L',)",0.0,0.19056521356105804
"('L',)",0.0,-0.2883630394935608
"('L',)",0.0,0.4539507031440735
"('L',)",0.0,0.36146801710128784
"('2',)",0.0,0.23250101506710052
"('L',)",0.0,0.34158581495285034
"('L',)",30.0,34.47159957885742
"('L',)",70.0,58.241268157958984
"('L',)",0.0,0.3783782124519348
"('L',)",0.0,0.06165711581707001
"('L',)",0.0,0.506934642791748
"('L',)",0.0,0.4908248782157898
"('L',)",90.0,87.15760803222656
"('L',)",0.0,0.554014265537262
"('L',)",30.0,28.74942970275879
"('L',)",0.0,0.5493982434272766
"('L',)",0.0,0.4954875111579895
"('L',)",0.0,0.27836430072784424
"('L',)",0.0,0.3813694715499878
"('L',)",0.0,0.1578204482793808
"('L',)",0.0,0.3116317391395569
"('L',)",0.0,0.29668164253234863
"('L',)",0.0,-0.1514350324869156
"('L',)",0.0,0.5270148515701294
"('L',)",0.0,0.40224528312683105
"('7',)",0.0,0.15653179585933685
"('L',)",0.0,0.32268327474594116
"('L',)",0.0,0.3623114228248596
"('L',)",0.0,0.44777733087539673
"('L',)",0.0,0.020715638995170593
"('1',)",0.0,0.39762985706329346
"('L',)",0.0,0.3138344883918762
"('L',)",0.0,0.1529717892408371
"('L',)",0.0,0.3155369758605957
"('L',)",0.0,0.31331104040145874
"('L',)",0.0,0.5125752687454224
"('L',)",0.0,-0.08837731182575226
"('L',)",0.0,0.19175855815410614
