,name,label,pred
0,"('L435F02450C41S14776Ip.jpg',)",0.0,9.715231895446777
1,"('L1153F03241C01S03790Rp03791.jpg',)",0.0,10.313712120056152
2,"('L406F04333C01S07782Rp21535.jpg',)",0.0,10.223313331604004
3,"('L341F00432C39S12269Ip.jpg',)",0.0,10.168712615966797
4,"('L1136F03296C01S09382Rp25477.jpg',)",0.0,10.308908462524414
5,"('L315F00141C39S13351Rp46156.jpg',)",0.0,10.61016845703125
6,"('L124F00332C01S00244Rp10680.jpg',)",20.0,12.143784523010254
7,"('L133F01358C01S07889Rp22469.jpg',)",0.0,10.327863693237305
8,"('L341F00544C39S12271Rp43127.jpg',)",0.0,10.141343116760254
9,"('L331F04053C39S14002Rp40911.jpg',)",0.0,10.169351577758789
10,"('18_repeat_2_1362_4400_2875.JPG',)",0.0,10.813029289245605
11,"('92_repeat_2_1255_4041_2610.JPG',)",50.0,12.547697067260742
12,"('L361F02341C01S07849Rp23415.jpg',)",0.0,10.391629219055176
13,"('L222F03216C39S14648Rp34489.jpg',)",0.0,9.786627769470215
14,"('L134F00845C01S10510Rp26099.jpg',)",0.0,10.372946739196777
15,"('L323F00907C01S07702Rp27150.jpg',)",20.0,12.313544273376465
16,"('L144F02328C01S01410Ip.jpg',)",0.0,9.999130249023438
17,"('L325F01429C01S00525Rp14948.jpg',)",0.0,10.66572380065918
18,"('L133F00529C01S02751Rp09005.jpg',)",0.0,10.396334648132324
19,"('L222F03122C01S03014Rp06801.jpg',)",0.0,10.091259956359863
20,"('L406F04352C20S11184Rp31235.jpg',)",60.0,11.519165992736816
21,"('L326F01270C01S02202Ip.jpg',)",0.0,10.183026313781738
22,"('157_repeat_2_1279_2701_1698.JPG',)",0.0,10.938441276550293
23,"('L332F03487C01S00352Rp12433.jpg',)",0.0,10.54045581817627
24,"('L1089F00425C01S00751Rp07822.jpg',)",0.0,11.051250457763672
25,"('201_repeat_2_1461_5782_4157.JPG',)",0.0,11.325347900390625
26,"('L361F03008C01S09322Rp29381.jpg',)",0.0,10.12826156616211
27,"('L1146F02983C39S14996Ip.jpg',)",0.0,10.768607139587402
28,"('L342F02109C01S03391Rp13549.jpg',)",80.0,12.436482429504395
29,"('L1144F04457C01S09226Rp24443.jpg',)",0.0,10.080982208251953
30,"('L1116F02814C01S03185Ip.jpg',)",0.0,9.80627155303955
31,"('L1084F00438C01S07650Rp16983.jpg',)",0.0,10.244845390319824
32,"('L144F02132C03S08768Rp19944.jpg',)",0.0,9.739521980285645
33,"('206_repeat_2_2370_3935_2511.JPG',)",0.0,10.918084144592285
34,"('148_repeat_2_2060_6320_4693.JPG',)",0.0,10.496299743652344
35,"('L342F02118C01S07844Rp24871.jpg',)",0.0,11.087983131408691
36,"('L1130F01973C39S12504Rp38132.jpg',)",0.0,10.295942306518555
37,"('L354F01914C01S03048Rp04989.jpg',)",0.0,10.026366233825684
38,"('L1131F04389C01S09612Rp16440.jpg',)",0.0,9.429947853088379
39,"('L315F03922C01S07590Rp17976.jpg',)",0.0,9.759560585021973
40,"('L222F01493C01S06823Rp20516.jpg',)",0.0,10.198680877685547
41,"('L134F00780C39S14177Rp41137.jpg',)",0.0,10.410547256469727
42,"('L361F02341C01S07849Rp31659.jpg',)",0.0,10.088287353515625
43,"('L398F02597C39S12758Rp39572.jpg',)",0.0,9.953645706176758
44,"('L435F03160C41S12405Rp42283.jpg',)",0.0,10.210326194763184
45,"('L1137F00044C02S10121Rp22796.jpg',)",0.0,9.645111083984375
46,"('L1089F02579C39S11959Ip.jpg',)",0.0,10.139327049255371
47,"('230_repeat_2_1855_6368_4738.JPG',)",70.0,12.1100492477417
48,"('L134F00787C01S02724Rp08086.jpg',)",0.0,10.720786094665527
49,"('L1125F00443C01S08809Rp22258.jpg',)",0.0,9.948199272155762
50,"('L134F04019C01S05264Ip.jpg',)",0.0,10.343066215515137
51,"('L410F01781C39S12383Ip.jpg',)",0.0,9.527094841003418
52,"('L361F02354C01S03638Rp13850.jpg',)",0.0,10.244972229003906
53,"('L1116F00031C39S12539Rp41829.jpg',)",0.0,10.122566223144531
54,"('L342F01351C39S13427Rp44277.jpg',)",0.0,10.085295677185059
55,"('L371F01082C39S12783Rp45591.jpg',)",0.0,10.434545516967773
56,"('L415F00225C39S12573Rp34796.jpg',)",0.0,9.8269681930542
57,"('L1089F00507C01S07094Rp23858.jpg',)",0.0,10.588201522827148
58,"('L122F03093C39S13230Rp42944.jpg',)",0.0,9.803446769714355
59,"('L1144F04459C01S09249Rp23482.jpg',)",0.0,9.609816551208496
60,"('L1150F02370C01S09672Rp27107.jpg',)",30.0,11.843987464904785
61,"('L373F00891C01S07947Rp22340.jpg',)",0.0,10.89144229888916
62,"('L222F01676C01S06825Rp21687.jpg',)",0.0,10.130134582519531
63,"('L341F00366C01S00329Rp06854.jpg',)",0.0,10.611693382263184
64,"('L113F01355C39S12982Ip.jpg',)",0.0,9.899750709533691
65,"('L1150F03448C01S10097Rp24361.jpg',)",0.0,10.230960845947266
66,"('L222F03216C01S03892Rp06581.jpg',)",0.0,10.623692512512207
67,"('L1095F00367C39S12043Rp42600.jpg',)",40.0,12.456229209899902
68,"('L428F04474C03S10329Rp20476.jpg',)",0.0,9.707366943359375
69,"('214_repeat_2_2417_6316_4685.JPG',)",40.0,12.377452850341797
70,"('L1094F04315C01S07093Rp27156.jpg',)",0.0,10.151249885559082
71,"('L1084F00521C01S07455Rp19061.jpg',)",0.0,10.532495498657227
72,"('L113F00914C39S12981Ip.jpg',)",0.0,9.746267318725586
73,"('L373F01695C03S07928Rp21019.jpg',)",0.0,9.44455623626709
74,"('L361F03111C39S13043Ip.jpg',)",0.0,9.955619812011719
75,"('171_repeat_2_2291_2145_1373.JPG',)",50.0,12.525696754455566
76,"('L1144F04448C39S11933Rp41575.jpg',)",60.0,12.057198524475098
77,"('224_repeat_2_1095_3654_2400.JPG',)",0.0,10.67484188079834
78,"('230_repeat_2_1855_4237_2822.JPG',)",0.0,10.692790031433105
79,"('L341F01861C01S08112Rp31179.jpg',)",70.0,12.309412002563477
80,"('L133F00737C01S06945Rp17826.jpg',)",0.0,9.578205108642578
81,"('L405F00476C39S14717Ip.jpg',)",0.0,10.094095230102539
82,"('L222F03381C39S12806Rp43914.jpg',)",0.0,9.851593017578125
83,"('L1116F02202C39S11856Rp34196.jpg',)",0.0,9.689314842224121
84,"('L232F01158C01S01278Rp02029.jpg',)",0.0,10.047758102416992
85,"('L1093F00291C01S08069Rp25476.jpg',)",0.0,9.970197677612305
86,"('L371F03064C01S05069Ip.jpg',)",0.0,10.601046562194824
87,"('L342F02799C39S12279Ip.jpg',)",0.0,9.516853332519531
88,"('L432F01720C01S04931Rp09012.jpg',)",0.0,10.496834754943848
89,"('L371F01136C01S01512Rp03544.jpg',)",0.0,10.229098320007324
90,"('L323F01607C39S13029Rp46129.jpg',)",0.0,11.144974708557129
91,"('L431F00229C01S00529Ip.jpg',)",0.0,10.046260833740234
92,"('L353F01662C01S04806Rp07728.jpg',)",0.0,10.147761344909668
93,"('L1083F02873C39S12116Rp33945.jpg',)",0.0,9.611322402954102
94,"('L1116F00429C01S08851Rp15816.jpg',)",0.0,9.464064598083496
95,"('L361F02343C20S11201Rp23129.jpg',)",0.0,9.739429473876953
96,"('L113F01210C01S04776Rp08590.jpg',)",0.0,10.591277122497559
97,"('L436F00203C01S01075Rp10320.jpg',)",0.0,10.836140632629395
98,"('235_repeat_2_1126_334_236.JPG',)",0.0,10.561708450317383
99,"('17_repeat_2_1302_2743_1714.JPG',)",0.0,9.839895248413086
100,"('L1153F00065C39S11872Rp34634.jpg',)",30.0,12.163681983947754
101,"('L1155F04258C01S07823Rp27355.jpg',)",0.0,10.557990074157715
102,"('L1139F00904C39S11790Rp33653.jpg',)",0.0,10.48963737487793
103,"('L354F03986C01S08350Rp19869.jpg',)",0.0,10.15340518951416
104,"('L241F04243C39S13197Rp37372.jpg',)",0.0,9.587937355041504
105,"('L376F00673C39S12369Rp44576.jpg',)",0.0,9.784246444702148
